Name,Dex Number,Gen,Type 1,Type 2,Classification,Height (meters),Weight (kg),BST,HP,Attack,Defense,Special Atk.,Special Def.,Speed,Ability 1,Ability 2,Ability 3,Ability Hidden,Psuedo-legendary,Legendary,Mythical,Base Evolution,Stage 1 Evolution,Stage 2 Evolution,Flavor text
Shedinja,292,III,bug,ghost,Shed Pokémon,0.8,1.2,236,1,90,45,30,30,40,Wonder Guard,,,,0,0,0,Nincada,Shedinja,,A most peculiar Pokémon that somehow appears in a Poké Ball when a Nincada evolves.
Whismur,293,III,normal,,Whisper Pokémon,0.6,16.3,240,64,51,23,51,23,28,Soundproof,,,Rattled,0,0,0,Whismur,Loudred,Exploud,"The cry of a Whismur is over 100 decibels. If you’re close to a Whismur when it lets out a cry, you’ll be stuck with an all-day headache."
Loudred,294,III,normal,,Big Voice Pokémon,1,40.5,360,84,71,43,71,43,48,Soundproof,,,Scrappy,0,0,0,Whismur,Loudred,Exploud,"Loudred’s ears serve as speakers, and they can put out sound waves powerful enough to blow away a house."
Exploud,295,III,normal,,Loud Noise Pokémon,1.5,84,490,104,91,63,91,73,68,Soundproof,,,Scrappy,0,0,0,Whismur,Loudred,Exploud,"In the past, people would use the loud voices of these Pokémon as a means of communication between distant cities."
Makuhita,296,III,fighting,,Guts Pokémon,1,86.4,237,72,60,30,20,30,25,Thick Fat,Guts,,Sheer Force,0,0,0,Makuhita,Hariyama,,It practices its slaps by repeatedly slapping tree trunks. It has been known to slap an Exeggutor and get flung away.
Hariyama,297,III,fighting,,Arm Thrust Pokémon,2.3,253.8,474,144,120,60,40,60,50,Thick Fat,Guts,,Sheer Force,0,0,0,Makuhita,Hariyama,,"Although they enjoy comparing their strength, they’re also kind. They value etiquette, praising opponents they battle."
Azurill,298,III,normal,fairy,Polka Dot Pokémon,0.2,2,190,50,20,40,20,40,20,Thick Fat,Huge Power,,Sap Sipper,0,0,0,Azurill,Marill,Azumarill,"The ball on Azurill’s tail bounces like a rubber ball, and it’s full of the nutrients the Pokémon needs to grow."
Nosepass,299,III,rock,,Compass Pokémon,1,97,375,30,45,135,45,90,30,Sturdy,Magnet Pull,,Sand Force,0,0,0,Nosepass,Probopass,,"It moves less than an inch a year, but when it’s in a jam, it will spin and drill down into the ground in a split second."
Skitty,300,III,normal,,Kitten Pokémon,0.6,11,260,50,45,45,35,35,50,Cute Charm,Normalize,,Wonder Skin,0,0,0,Skitty,Delcatty,,Skitty has the habit of becoming fascinated by moving objects and chasing them around. This Pokémon is known to chase after its own tail and become dizzy.
Delcatty,301,III,normal,,Prim Pokémon,1.1,32.6,400,70,65,65,55,55,90,Cute Charm,Normalize,,Wonder Skin,0,0,0,Skitty,Delcatty,,"Delcatty prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this Pokémon eats and sleeps whenever it decides, its daily routines are completely random."
Sableye,302,III,dark,ghost,Darkness Pokémon,0.5,11,380,50,75,75,65,65,50,Keen Eye,Stall,,Prankster,0,0,0,Sableye,,,"This Pokémon is feared. When its gemstone eyes begin to glow with a sinister shine, it’s believed that Sableye will steal people’s spirits away."
Mawile,303,III,steel,fairy,Deceiver Pokémon,0.6,11.5,380,50,85,85,55,55,50,Hyper Cutter,Intimidate,,Sheer Force,0,0,0,Mawile,,,"It uses its docile-looking face to lull foes into complacency, then bites with its huge, relentless jaws."
Aron,304,III,steel,rock,Iron Armor Pokémon,0.4,60,330,50,70,100,40,40,30,Sturdy,Rock Head,,Heavy Metal,0,0,0,Aron,Lairon,Aggron,It eats iron ore—and sometimes railroad tracks— to build up the steel armor that protects its body.
Lairon,305,III,steel,rock,Iron Armor Pokémon,0.9,120,430,60,90,140,50,50,40,Sturdy,Rock Head,,Heavy Metal,0,0,0,Aron,Lairon,Aggron,"Lairon live in mountains brimming with spring water and iron ore, so these Pokémon often came into conflict with humans in the past."
Aggron,306,III,steel,rock,Iron Armor Pokémon,2.1,360,530,70,110,180,60,60,50,Sturdy,Rock Head,,Heavy Metal,0,0,0,Aron,Lairon,Aggron,Aggron has a horn sharp enough to perforate thick iron sheets. It brings down its opponents by ramming into them horn first.
Meditite,307,III,fighting,psychic,Meditate Pokémon,0.6,11.2,280,30,40,55,40,55,60,Pure Power,,,Telepathy,0,0,0,Meditite,Medicham,,"Meditite undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this Pokémon always loses its concentration and focus. As a result, its training never ends."
Medicham,308,III,fighting,psychic,Meditate Pokémon,1.3,31.5,410,60,60,75,60,75,80,Pure Power,,,Telepathy,0,0,0,Meditite,Medicham,,"It is said that through meditation, Medicham heightens energy inside its body and sharpens its sixth sense. This Pokémon hides its presence by merging itself with fields and mountains."
Electrike,309,III,electric,,Lightning Pokémon,0.6,15.2,295,40,45,40,65,40,65,Static,Lightning Rod,,Minus,0,0,0,Electrike,Manectric,,It stores static electricity in its fur for discharging. It gives off sparks if a storm approaches.
Manectric,310,III,electric,,Discharge Pokémon,1.5,40.2,475,70,75,60,105,60,105,Static,Lightning Rod,,Minus,0,0,0,Electrike,Manectric,,"It stimulates its own muscles with electricity, so it can move quickly. It eases its soreness with electricity, too, so it can recover quickly as well."
Plusle,311,III,electric,,Cheering Pokémon,0.4,4.2,405,60,50,40,85,75,95,Plus,,,Lightning Rod,0,0,0,Plusle,,,"Plusle always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, this Pokémon shorts out its body to create the crackling noises of sparks to show its joy."
Minun,312,III,electric,,Cheering Pokémon,0.4,4.2,405,60,40,50,75,85,95,Minus,,,Volt Absorb,0,0,0,Minun,,,Minun is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.
Volbeat,313,III,bug,,Firefly Pokémon,0.7,17.7,430,65,73,75,47,85,85,Illuminate,Swarm,,Prankster,0,0,0,Egg,Volbeat,,"With the arrival of night, Volbeat emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This Pokémon is attracted by the sweet aroma of Illumise."
Illumise,314,III,bug,,Firefly Pokémon,0.6,17.7,430,65,47,75,73,85,85,Oblivious,Tinted Lens,,Prankster,0,0,0,Egg,Illumise,,"Illumise attracts a swarm of Volbeat using a sweet fragrance. Once the Volbeat have gathered, this Pokémon leads the lit-up swarm in drawing geometric designs on the canvas of the night sky."
Roselia,315,III,grass,poison,Thorn Pokémon,0.3,2,400,50,60,45,100,80,65,Natural Cure,Poison Point,,Leaf Guard,0,0,0,Budew,Roselia,Roserade,"Its flowers give off a relaxing fragrance. The stronger its aroma, the healthier the Roselia is."
Gulpin,316,III,poison,,Stomach Pokémon,0.4,10.3,302,70,43,53,43,53,40,Liquid Ooze,Sticky Hold,,Gluttony,0,0,0,Gulpin,Swalot,,"Virtually all of Gulpin’s body is its stomach. As a result, it can swallow something its own size. This Pokémon’s stomach contains a special fluid that digests anything."
Swalot,317,III,poison,,Poison Bag Pokémon,1.7,80,467,100,73,83,73,83,55,Liquid Ooze,Sticky Hold,,Gluttony,0,0,0,Gulpin,Swalot,,"When Swalot spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target. Once the prey has weakened, this Pokémon gulps it down whole with its cavernous mouth."
Carvanha,318,III,water,dark,Savage Pokémon,0.8,20.8,305,45,90,20,65,20,65,Rough Skin,,,Speed Boost,0,0,0,Carvanha,Sharpedo,,"It won’t attack while it’s alone—not even if it spots prey. Instead, it waits for other Carvanha to join it, and then the Pokémon attack as a group."
Sharpedo,319,III,water,dark,Brutal Pokémon,1.8,88.8,460,70,120,40,95,40,95,Rough Skin,,,Speed Boost,0,0,0,Carvanha,Sharpedo,,"As soon as it catches the scent of prey, Sharpedo will jet seawater from its backside, hurtling toward the target to attack at 75 mph."
Wailmer,320,III,water,,Ball Whale Pokémon,2,130,400,130,70,35,70,35,60,Water Veil,Oblivious,,Pressure,0,0,0,Wailmer,Wailord,,It shows off by spraying jets of seawater from the nostrils above its eyes. It eats a solid ton of Wishiwashi every day.
Wailord,321,III,water,,Float Whale Pokémon,14.5,398,500,170,90,45,90,45,60,Water Veil,Oblivious,,Pressure,0,0,0,Wailmer,Wailord,,It can sometimes knock out opponents with the shock created by breaching and crashing its big body onto the water.
Numel,322,III,fire,ground,Numb Pokémon,0.7,24,305,60,60,40,65,45,35,Oblivious,Simple,,Own Tempo,0,0,0,Numel,Camerupt,,"Numel is extremely dull witted—it doesn’t notice being hit. However, it can’t stand hunger for even a second. This Pokémon’s body is a seething cauldron of boiling magma."
Camerupt,323,III,fire,ground,Eruption Pokémon,1.9,220,460,70,100,70,105,75,40,Magma Armor,Solid Rock,,Anger Point,0,0,0,Numel,Camerupt,,"Camerupt has a volcano inside its body. Magma of 18,000 degrees Fahrenheit courses through its body. Occasionally, the humps on this Pokémon’s back erupt, spewing the superheated magma."
Torkoal,324,III,fire,,Coal Pokémon,0.5,80.4,470,70,85,140,85,70,20,White Smoke,Drought,,Shell Armor,0,0,0,Torkoal,,,It burns coal inside its shell for energy. It blows out black soot if it is endangered.
Spoink,325,III,psychic,,Bounce Pokémon,0.7,30.6,330,60,25,35,70,80,60,Thick Fat,Own Tempo,,Gluttony,0,0,0,Spoink,Grumpig,,"Spoink bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this Pokémon cannot afford to stop bouncing—if it stops, its heart will stop."
Grumpig,326,III,psychic,,Manipulate Pokémon,0.9,71.5,470,80,45,65,90,110,80,Thick Fat,Own Tempo,,Gluttony,0,0,0,Spoink,Grumpig,,"Grumpig uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe. When this Pokémon uses its special power, its snorting breath grows labored."
Spinda,327,III,normal,,Spot Panda Pokémon,1.1,5,360,60,60,60,60,60,60,Own Tempo,Tangled Feet,,Contrary,0,0,0,Spinda,,,Its steps are shaky and stumbling. Walking for a long time makes it feel sick.
Trapinch,328,III,ground,,Ant Pit Pokémon,0.7,15,290,45,100,45,45,45,10,Hyper Cutter,Arena Trap,,Sheer Force,0,0,0,Trapinch,Vibrava,Flygon,"Its nest is a sloped, bowl-like pit in the desert. Once something has fallen in, there is no escape."
Vibrava,329,III,ground,dragon,Vibration Pokémon,1.1,15.3,340,50,70,50,50,50,70,Levitate,,,,0,0,0,Trapinch,Vibrava,Flygon,The ultrasonic waves it generates by rubbing its two wings together cause severe headaches.
Flygon,330,III,ground,dragon,Mystic Pokémon,2,82,520,80,100,80,80,80,100,Levitate,,,,0,0,0,Trapinch,Vibrava,Flygon,This Pokémon hides in the heart of sandstorms it creates and seldom appears where people can see it.
Cacnea,331,III,grass,,Cactus Pokémon,0.4,51.3,335,50,85,40,85,40,35,Sand Veil,,,Water Absorb,0,0,0,Cacnea,Cacturne,,"Cacnea lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this Pokémon shoots sharp thorns from its body to bring the victim down."
Cacturne,332,III,grass,dark,Scarecrow Pokémon,1.3,77.4,475,70,115,60,115,60,55,Sand Veil,,,Water Absorb,0,0,0,Cacnea,Cacturne,,"During the daytime, Cacturne remains unmoving so that it does not lose any moisture to the harsh desert sun. This Pokémon becomes active at night when the temperature drops."
Swablu,333,III,normal,flying,Cotton Bird Pokémon,0.4,1.2,310,45,40,60,40,75,50,Natural Cure,,,Cloud Nine,0,0,0,Swablu,Altaria,,"Its cottony wings are full of air, making them light and fluffy to the touch. Swablu takes diligent care of its wings."
Altaria,334,III,dragon,flying,Humming Pokémon,1.1,20.6,490,75,70,90,70,105,80,Natural Cure,,,Cloud Nine,0,0,0,Swablu,Altaria,,"As it flies in a calm and relaxed manner, Altaria performs a humming song that would enrapture any audience."
Zangoose,335,III,normal,,Cat Ferret Pokémon,1.3,40.3,458,73,115,60,60,60,90,Immunity,,,Toxic Boost,0,0,0,Zangoose,,,Memories of battling its archrival Seviper are etched into every cell of Zangoose’s body. This Pokémon adroitly dodges attacks with incredible agility.
Seviper,336,III,poison,,Fang Snake Pokémon,2.7,52.5,458,73,100,60,100,60,65,Shed Skin,,,Infiltrator,0,0,0,Seviper,,,Seviper shares a generations-long feud with Zangoose. The scars on its body are evidence of vicious battles. This Pokémon attacks using its sword-edged tail.
Lunatone,337,III,rock,psychic,Meteorite Pokémon,1,168,460,90,55,65,95,85,70,Levitate,,,,0,0,0,Lunatone,,,The phase of the moon apparently has some effect on its power. It’s active on the night of a full moon.
Solrock,338,III,rock,psychic,Meteorite Pokémon,1.2,154,460,90,95,85,55,65,70,Levitate,,,,0,0,0,Solrock,,,"When it rotates itself, it gives off light similar to the sun, thus blinding its foes."
Barboach,339,III,water,ground,Whiskers Pokémon,0.4,1.9,288,50,48,43,46,41,60,Oblivious,Anticipation,,Hydration,0,0,0,Barboach,Whiscash,,"Its slimy body is hard to grasp. In one region, it is said to have been born from hardened mud."
Whiscash,340,III,water,ground,Whiskers Pokémon,0.9,23.6,468,110,78,73,76,71,60,Oblivious,Anticipation,,Hydration,0,0,0,Barboach,Whiscash,,"It makes its nest at the bottom of swamps. It will eat anything—if it is alive, Whiscash will eat it."
Corphish,341,III,water,,Ruffian Pokémon,0.6,11.5,308,43,80,65,50,35,35,Hyper Cutter,Shell Armor,,Adaptability,0,0,0,Corphish,Crawdaunt,,"No matter how dirty the water in the river, it will adapt and thrive. It has a strong will to survive."
Crawdaunt,342,III,water,dark,Rogue Pokémon,1.1,32.8,468,63,120,85,90,55,55,Hyper Cutter,Shell Armor,,Adaptability,0,0,0,Corphish,Crawdaunt,,A rough customer that wildly flails its giant claws. It is said to be extremely hard to raise.
Baltoy,343,III,ground,psychic,Clay Doll Pokémon,0.5,21.5,300,40,40,55,40,70,55,Levitate,,,,0,0,0,Baltoy,Claydol,,It moves while spinning around on its single foot. Some Baltoy have been seen spinning on their heads.
Claydol,344,III,ground,psychic,Clay Doll Pokémon,1.5,108,500,60,70,105,70,120,75,Levitate,,,,0,0,0,Baltoy,Claydol,,"This mysterious Pokémon started life as an ancient clay figurine made over 20,000 years ago."
Lileep,345,III,rock,grass,Sea Lily Pokémon,1,23.8,355,66,41,77,61,87,23,Suction Cups,,,Storm Drain,0,0,0,Lileep,Cradily,,"This Pokémon was restored from a fossil. Lileep once lived in warm seas that existed approximately 100,000,000 years ago."
Cradily,346,III,rock,grass,Barnacle Pokémon,1.5,60.4,495,86,81,97,81,107,43,Suction Cups,,,Storm Drain,0,0,0,Lileep,Cradily,,"It has short legs and can’t walk very fast, but its neck and tentacles can extend to over three times their usual length to nab distant prey."
Anorith,347,III,rock,bug,Old Shrimp Pokémon,0.7,12.5,355,45,95,50,40,50,75,Battle Armor,,,Swift Swim,0,0,0,Anorith,Armaldo,,"This Pokémon was restored from a fossil. Anorith lived in the ocean about 100,000,000 years ago, hunting with its pair of claws."
Armaldo,348,III,rock,bug,Plate Pokémon,1.5,68.2,495,75,125,100,70,80,45,Battle Armor,,,Swift Swim,0,0,0,Anorith,Armaldo,,"After evolution, this Pokémon emerged onto land. Its lower body has become stronger, and blows from its tail are devastating."
Feebas,349,III,water,,Fish Pokémon,0.6,7.4,200,20,15,20,10,55,80,Swift Swim,Oblivious,,Adaptability,0,0,0,Feebas,Milotic,,"Although unattractive and unpopular, this Pokémon’s marvelous vitality has made it a subject of research."
Milotic,350,III,water,,Tender Pokémon,6.2,162,540,95,60,79,100,125,81,Marvel Scale,Competitive,,Cute Charm,0,0,0,Feebas,Milotic,,Milotic has provided inspiration to many artists. It has even been referred to as the most beautiful Pokémon of all.
Castform,351,III,normal,fire,Weather Pokémon,0.3,0.8,420,70,70,70,70,70,70,Forecast,,,,0,0,0,Castform,,,"Although its form changes with the weather, that is apparently the result of a chemical reaction and not the result of its own free will."
Kecleon,352,III,normal,,Color Swap Pokémon,1,22,440,60,90,70,60,120,40,Color Change,,,Protean,0,0,0,Kecleon,,,"It changes its hue to blend into its surroundings. If no one takes notice of it for too long, it will pout and never reveal itself."
Shuppet,353,III,ghost,,Puppet Pokémon,0.6,2.3,295,44,75,35,63,33,45,Insomnia,Frisk,,Cursed Body,0,0,0,Shuppet,Banette,,"It eats up emotions like malice, jealousy, and resentment, so some people are grateful for its presence."
Banette,354,III,ghost,,Marionette Pokémon,1.1,12.5,455,64,115,65,83,63,65,Insomnia,Frisk,,Cursed Body,0,0,0,Shuppet,Banette,,"It’s a stuffed toy that was thrown away and became possessed, ever searching for the one who threw it away so it can exact its revenge."
Duskull,355,III,ghost,,Requiem Pokémon,0.8,15,295,20,40,90,30,90,25,Levitate,,,Frisk,0,0,0,Duskull,Dusclops,Dusknoir,"If it finds bad children who won’t listen to their parents, it will spirit them away—or so it’s said."
Dusclops,356,III,ghost,,Beckon Pokémon,1.6,30.6,455,40,70,130,60,130,25,Pressure,,,Frisk,0,0,0,Duskull,Dusclops,Dusknoir,"Its body is entirely hollow. When it opens its mouth, it sucks everything in as if it were a black hole."
Tropius,357,III,grass,flying,Fruit Pokémon,2,100,460,99,68,83,72,87,51,Chlorophyll,Solar Power,,Harvest,0,0,0,Tropius,,,The bunches of fruit growing around the necks of Tropius in Alola are especially sweet compared to those in other regions.
